year,university_nid,country,university,rank,overall_score,International Students Ratio_score,International Faculty Ratio_score,Faculty Student Ratio_score,Citations per Faculty_score,Academic Reputation_score,Employer Reputation_score
2021,296470,Russia,Altai State University,572,n/a,37.9,,79.4,,,
2021,294652,Greece,Aristotle University of Thessaloniki,573,n/a,,,,34.8,25.3,22.1
2021,294976,China (Mainland),China University of Geosciences,574,n/a,,,61.9,31.5,,
2021,296993,Hong Kong SAR,"Lingnan University, Hong Kong",575,n/a,65.8,100,24.8,20.8,,
2021,297514,Australia,Murdoch University,576,n/a,58.4,80.5,,38.8,,
2021,294737,Japan,Okayama University,577,n/a,,,67.3,,,
2021,294681,Costa Rica,Universidad de Costa Rica,578,n/a,,,29.2,,25.5,42.3
2021,293506,Mexico,Universidad Panamericana (UP),579,n/a,,,68.4,,,30.2
2021,296894,Canada,University of Guelph,580,n/a,,49.8,,38.4,,28.3
2021,297481,United States,University of South Carolina,581,n/a,,47.5,,35.5,17.1,19.2
2021,297558,United States,Clark University,582,n/a,57.1,,33.4,42.3,,
2021,294307,Austria,Karl-Franzens-Universitaet Graz,583,n/a,33,50.2,,18.7,19.8,
2021,294138,United Kingdom,"Kingston University, London",584,n/a,97.1,74.1,,,,
2021,294811,Taiwan,National Chengchi University,585,n/a,53.8,,28.9,,18.6,30.1
2021,297483,South Korea,Pusan National University,586,n/a,,,27.2,25,18.7,
2021,297005,China (Mainland),Renmin (People's) University of China,587,n/a,,,,,23.7,39.2
2021,297392,Spain,Universidad de Sevilla,588,n/a,,,,,32.7,
2021,296494,Portugal,University of Aveiro,589,n/a,,,,56.7,,
2021,297480,United States,University of South Florida,590,n/a,29.3,37.8,,38.9,,
2021,296089,Australia,Central Queensland University (CQUniversity Australia),591,n/a,98.5,94.8,,,,
2021,297017,China (Mainland),Dalian University of Technology,592,n/a,,,,62.5,,
2021,294533,South Korea,Jeonbuk National University,593,n/a,,,53.5,,,
2021,294171,Japan,Kanazawa University,594,n/a,,,63,,,
2021,293621,Kazakhstan,Kazakh National Agrarian University KazNAU,595,n/a,18.4,29.5,62,,,
2021,295889,Czechia,Palacký University Olomouc,596,n/a,18.8,35.4,42.7,,,
2021,295946,Russia,Samara National Research University (Samara University),597,n/a,18,,80.8,,,
2021,295118,Russia,Southern Federal University,598,n/a,24.5,,75.5,,,
2021,297214,Spain,Universitat de Valencia,599,n/a,,,,23.2,28.6,
2021,296408,Portugal,University of Minho,600,n/a,18,24.5,42.6,,,
2021,297117,Iran,University of Tehran,601,n/a,,,,43.6,20.3,22.1
2021,296682,United Arab Emirates,American University in Dubai,602,n/a,100,100,,,,18
2021,294626,Philippines,Ateneo de Manila University,603,n/a,,,40.2,,,36.6
2021,294614,United Kingdom,Bangor University,604,n/a,60.8,57.5,,33.8,,
2021,294556,Canada,Carleton University,605,n/a,47.3,33.5,,43.3,,
2021,294538,Thailand,Chiang Mai University,606,n/a,,,,,30,25.9
2021,294495,United States,Drexel University,607,n/a,23.4,,34.1,29.6,,
2021,297015,China (Mainland),East China University of Science and Technology,608,n/a,,,,59.3,,
2021,294013,Hungary,Eötvös Loránd University,609,n/a,25.5,,,,23.4,
2021,294325,Japan,Gifu University,610,n/a,,,76.1,,,
2021,297150,Lebanon,Holy Spirit University of Kaslik ,611,n/a,35.1,98.7,47.7,,,
2021,297013,China (Mainland),Hunan University ,612,n/a,,,,63.6,,
2021,295447,India,Indian Institute of Technology Hyderabad (IITH),613,n/a,,,31,54.1,,
2021,294200,Argentina,Instituto Tecnológico de Buenos Aires (ITBA),614,n/a,18.5,19.7,54.7,,,25.5
2021,297111,Malaysia,International Islamic University Malaysia (IIUM),615,n/a,65.6,27.2,,,18.8,
2021,296801,Iran,Iran University of Science and Technology,616,n/a,,,,78.3,,
2021,378434,Georgia,Ivane Javakhishvili Tbilisi State University,617,n/a,,,81.7,,,
2021,295038,China (Mainland),Jinan University (China),618,n/a,86.1,51,,42.1,,
2021,293628,Kazakhstan,Abai Kazakh National Pedagogical University,619,n/a,,32,57.2,,,
2021,296685,Saudi Arabia,King Khalid University,620,n/a,,100,53.2,,,
2021,296551,Italy,Free University of Bozen-Bolzano,621,n/a,32.6,95.7,,39,,
2021,295629,Russia,Lobachevsky University,622,n/a,19,,68.9,,,
2021,297446,United States,Michigan Technological University,623,n/a,21.5,,27.4,40.4,,
2021,296110,Turkey,Middle East Technical University,624,n/a,,,,19.9,23.3,39.3
2021,294803,United States,Missouri University of Science and Technology,625,n/a,17,62.6,,57.8,,
2021,294808,Taiwan,National Chung Hsing University,626,n/a,,,27.1,22.9,,
2021,293144,China (Mainland),Shenzhen University,627,n/a,,,61.4,,,
2021,297291,United States,Smith College,628,n/a,23.3,,72.5,,,
2021,293750,Bulgaria,"Sofia University ""St. Kliment Ohridski""",629,n/a,,,53.4,,,
2021,297591,United States,Syracuse University,630,n/a,56.3,,,20.7,,19.8
2021,294139,Ukraine,Taras Shevchenko National University of Kyiv,631,n/a,,,42.1,,,28.8
2021,296774,Japan,Tokushima University,632,n/a,,,70.7,,,
2021,296772,Japan,Tokyo University of Agriculture and Technology ,633,n/a,,,,48.8,,
2021,296383,United Kingdom,Ulster University,634,n/a,17.1,99.4,,19.3,,
2021,296834,Chile,Universidad de Concepción,635,n/a,,,,,23.1,40.8
2021,297474,Spain,University of Salamanca,636,n/a,28.1,,,,24.7,
2021,297512,Italy,Università degli Studi di Pavia,637,n/a,,,,36.2,22.2,
2021,309672,Spain,Universitat Ramon Llull,638,n/a,38,94.3,,,,44.2
2021,297455,Germany,Universität Regensburg,639,n/a,,,55.4,,,
2021,297641,Switzerland,Université de Fribourg,640,n/a,48.7,100,,27.2,,
2021,297463,Canada,Université du Québec,641,n/a,,42.9,,25.7,22.6,18.9
2021,913867,France,Université Côte d'Azur,642,n/a,50.8,60.8,,26.4,,
2021,294591,United Kingdom,University of Bradford,643,n/a,79.4,46.3,,23.9,,
2021,294528,United States,University of Cincinnati,644,n/a,,,30.8,28.9,,
2021,294253,United Kingdom,University of Hull,645,n/a,46.1,63.2,,28.1,,
2021,295192,Jordan,University of Jordan,646,n/a,32.1,22.9,,,24.4,34.1
2021,294149,United States,University of Kentucky,647,n/a,,18,25.3,31.9,,
2021,294040,Slovenia,University of Ljubljana,648,n/a,,,41.4,,19.7,
2021,294870,Canada,University of Manitoba,649,n/a,32.3,,42.7,,,
2021,294790,United States,University of New Mexico,650,n/a,,,24.1,30.8,,
2021,297643,United States,University of Oregon,651,n/a,16.7,,,27.8,17.3,
2021,297495,United Kingdom,University of Portsmouth,652,n/a,74.7,76.3,,,,18.1
2021,293354,United Arab Emirates,University of Sharjah,653,n/a,100,100,,,,
2021,297611,United States,University of Vermont,654,n/a,,,65,21.1,,
2021,294637,United States,American University,655,n/a,18.7,,36.2,,,18.9
2021,295558,Bahrain,Applied Science University - Bahrain,656,n/a,37.6,100,30.9,,,
2021,294982,China (Mainland),Beijing University of Technology,657,n/a,,,45.1,22,,
2021,297652,Turkey,Bogaziçi Üniversitesi,658,n/a,,,,21.6,18.6,37.6
2021,294585,Czechia,Brno University of Technology,658,n/a,63.5,,25.7,,,29.1
2021,297020,China (Mainland),Central South University,659,n/a,,,,62.3,,
2021,294508,United States,City University of New York,660,n/a,,,,,28.6,
2021,296821,Australia,Edith Cowan University ,661,n/a,88.2,62.1,,20.3,,
2021,297531,United States,Howard University,662,n/a,,,66.5,,,
2021,297316,India,Jadavpur University,663,n/a,,,,45.8,,
2021,293330,Jordan,Jordan University of Science & Technology,664,n/a,36.1,,26.1,,,22.7
2021,294173,Japan,Kagoshima University,665,n/a,,,71.1,,,
2021,295144,Pakistan,Lahore University of Management Sciences (LUMS),666,n/a,,,25.8,,,51.7
2021,294274,Germany,Leibniz University Hannover,667,n/a,37.7,29.9,,,20.3,19.3
2021,294623,Greece,National and Kapodistrian University of Athens,668,n/a,,,,25.3,21.5,26
2021,293830,Ukraine,"National Technical University  ""Kharkiv Polytechnic Institute""",669,n/a,,,67.9,,,
2021,294770,United Kingdom,Northumbria University at Newcastle,670,n/a,48.3,45.2,,18.6,,21.9
2021,294371,India,O.P. Jindal Global University,671,n/a,,29.6,53.4,,,21.2
2021,297328,Japan,Osaka Prefecture University ,672,n/a,,,55.9,19,,
2021,371278,Slovakia,Pavol Jozef Šafárik University in Košice,673,n/a,58.5,,63.2,,,
2021,294868,Germany,Philipps-Universität Marburg ,674,n/a,26.5,17.9,,33.3,,
2021,297502,Brazil,Pontifícia Universidade Católica do Rio de Janeiro,675,n/a,,,,,26.2,
2021,297488,India,Savitribai Phule Pune University,676,n/a,,,48.6,,,
2021,296716,South Korea,Sejong University ,677,n/a,20.1,24.3,,26.5,,20.7
2021,297002,China (Mainland),Soochow University,678,n/a,,,,50.8,,
2021,297270,Estonia,Tallinn University of Technology (TalTech),679,n/a,28,37.3,27,,,
2021,297247,Japan,Tokyo Metropolitan University,680,n/a,,,37.8,19.5,,
2021,294636,Mexico,Universidad Anáhuac México,681,n/a,,,50.9,,,33.1
2021,296871,Colombia,Universidad de Antioquia,682,n/a,,,,,24.9,53.3
2021,296880,Colombia,Universidad ICESI,683,n/a,,,65.3,,,
2021,296825,Argentina,Universidad Nacional de La Plata (UNLP),684,n/a,,,,,30,
2021,293508,Colombia,Universidad Pontificia Bolivariana ,685,n/a,,,55.9,,,26.9
2021,293896,Spain,Comillas Pontifical University,686,n/a,,17.4,38.6,,,43.9
2021,297243,Argentina,Universidad Torcuato Di Tella,687,n/a,55.6,28.7,24,,,30.4
2021,296865,Brazil,Universidade Federal de Minas Gerais      ,688,n/a,,,,,27.7,
2021,294360,Italy,University of Genoa,689,n/a,,,,33.7,17.3,
2021,297347,Italy,University of Siena,690,n/a,19.6,,,43.1,,
2021,296584,Germany,University of Hohenheim,691,n/a,27.4,18.9,,48.7,,
2021,297097,Malaysia,Universiti Teknologi MARA - UiTM,692,n/a,,,,,22.7,49.3
2021,294500,United States,University of Denver,693,n/a,,,50.4,19.1,,
2021,297058,India,University of Hyderabad,694,n/a,,,,43.1,,
2021,293778,United States,University of Massachusetts Boston,695,n/a,24.2,,,33.7,,
2021,296666,Belgium,University of Mons ,696,n/a,32.3,31.5,,53.4,,
2021,294734,United States,University of Oklahoma,697,n/a,,26.6,26.4,32.3,,
2021,297401,Hungary,University of Pecs,698,n/a,70,,38.5,,,
2021,297557,United Kingdom,University of Plymouth,699,n/a,28.6,50.1,,31.3,,
2021,297186,United Kingdom,University of Westminster,700,n/a,100,79.3,,,,
2021,293792,Lithuania,Vilnius Gediminas Technical University (VILNIUS TECH),701,n/a,18.7,,37.8,,,19.1
2021,297207,United States,Virginia Commonwealth University,702,n/a,,,46.2,19.9,,
2021,294524,United States,College of William and Mary,703,n/a,,,36.1,22,,
2021,294729,United Arab Emirates,Abu Dhabi University,704,n/a,100,100,,,,
2021,294731,United Arab Emirates,Ajman University,705,n/a,100,100,,,,
2021,297046,Australia,Charles Darwin University ,707,n/a,88.9,58.9,,26.7,,
2021,297019,China (Mainland),China Agricultural University ,708,n/a,,,25.2,42.1,,
2021,294532,South Korea,Chonnam National University,709,n/a,,,35.5,22.5,,
2021,295245,Slovakia,Comenius University Bratislava,710,n/a,24.5,,44.4,,,
2021,294288,Japan,Gunma University,711,n/a,,,61.3,,,
2021,293370,Mexico,Instituto Politécnico Nacional (IPN),712,n/a,,,,,18,46.8
2021,297635,Mexico,Instituto Tecnológico Autónomo de México (ITAM),713,n/a,,55.8,,,,45
2021,294883,United States,Kansas State University ,714,n/a,,41.3,,23,,
2021,295787,Taiwan,Kaohsiung Medical University,715,n/a,,,42.5,23.8,,
2021,297527,United Kingdom,Keele University,716,n/a,34.3,49.2,24.5,25.6,,
2021,297145,Lebanon,Lebanese University,717,n/a,35,46.6,,,,30.7
2021,294004,United States,Louisiana State University,718,n/a,,,,38.8,,
2021,295514,Macau SAR,Macau University of Science and Technology,719,n/a,100,100,,19.2,,
2021,297064,Ireland,Maynooth University,720,n/a,19.4,83.3,,18.9,,
2021,296898,Canada,Memorial University of Newfoundland,721,n/a,59.1,29.4,,26.7,,
2021,371309,Czechia,Mendel University in Brno,722,n/a,50.7,,42,,,
2021,294856,United Kingdom,Middlesex University,723,n/a,79.3,86.4,,,,
2021,294977,China (Mainland),Nanjing University of Science and Technology,724,n/a,,,,44.2,,
2021,293591,Ukraine,"National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute""",725,n/a,,,41.1,,,26.1
2021,888850,Lebanon,Notre Dame University-Louaize NDU,726,n/a,25.9,84.9,26.4,,,23.4
2021,293864,Latvia,Riga Technical University,727,n/a,37.5,17,28.2,,,19.8
2021,295864,Russia,Saint Petersburg Electrotechnical University ETU-LETI,728,n/a,50.7,,58.6,,,
2021,297616,United States,Southern Methodist University,729,n/a,27.6,,41.3,,,
2021,297562,United States,Stevens Institute of Technology,730,n/a,95.5,42.7,,32.1,,
2021,293892,Ukraine,Sumy State University,731,n/a,52.5,,55.7,,,
2021,297555,Malaysia,Sunway University,732,n/a,23.8,42.1,36.2,,,28.4
2021,297259,United States,Temple University,733,n/a,,,,20.8,,
2021,294642,Chile,Universidad Adolfo Ibáñez,734,n/a,,39.8,,,,63.2
2021,296833,Argentina,Universidad de San Andrés - UdeSA,735,n/a,,,54.5,,,25.7
2021,294249,Mexico,Universidad Iberoamericana IBERO,736,n/a,,,25.4,,,41.7
2021,293507,Peru,Universidad Peruana Cayetano Heredia (UPCH),737,n/a,,,51.9,,,
2021,297434,Spain,Universidade de Santiago de Compostela,738,n/a,,,,22.1,20,
2021,295200,Brazil,Universidade Federal do Rio Grande Do Sul ,739,n/a,,,,,25.5,
2021,297237,Italy,University of Trieste,740,n/a,,,,41.4,,
2021,296569,Germany,Universität Rostock,741,n/a,17,,52.6,,,
2021,293992,France,Université Claude Bernard Lyon 1,742,n/a,,,,22.5,19.6,
2021,296896,Canada,Université de Sherbrooke,743,n/a,,59.1,25.1,19.7,,18
2021,294656,Malaysia,Universiti Tenaga Nasional (UNITEN),744,n/a,18.8,18.9,37,,,
2021,294406,United States,University of Central Florida,745,n/a,,,,26.5,,25.7
2021,294979,China (Mainland),University of Electronic Science and Technology of China,746,n/a,,,,58.1,,
2021,296381,United Kingdom,University of Greenwich,747,n/a,97.9,87.3,,,,
2021,297087,Israel,University of Haifa,748,n/a,,,32.3,,,
2021,294254,United States,University of Houston,749,n/a,,,,37.7,,
2021,297416,United Kingdom,University of Huddersfield,750,n/a,72.9,62.7,,,,19.8
2021,295062,United States,"University of Maryland, Baltimore County",751,n/a,,,,36.3,,
2021,297043,Australia,University of Southern Queensland,752,n/a,43.4,72.6,,25.3,,
2021,297535,United States,Worcester Polytechnic Institute,753,n/a,48.7,24.2,,34.8,,
2021,297638,United Arab Emirates,Zayed University,754,n/a,,100,29.7,,,
2021,294981,China (Mainland),Beijing Jiaotong University,755,n/a,,,,25.7,,
2021,294592,United Kingdom,Bournemouth University,756,n/a,45.2,80.6,,21.3,,
2021,297018,China (Mainland),Chongqing University,757,n/a,,,,44,,
2021,294530,South Korea,Chungnam National University,758,n/a,,,34.6,,,
2021,297397,United States,Clarkson University,759,n/a,,29,,38.5,,
2021,296758,South Korea,Dankook University ,760,n/a,,,59.4,,,
2021,294404,United States,Florida International University,761,n/a,,24.5,,,,22
2021,294343,United States,Georgia State University,762,n/a,,,,29.5,,19.4
2021,295900,United States,Indiana University–Purdue University Indianapolis,763,n/a,,22.1,34.1,,,
2021,294206,Turkey,Istanbul Technical University,764,n/a,,,,,17.6,33.1
2021,295742,India,Jamia Millia Islamia,765,n/a,,,49.8,,,
2021,293622,Kazakhstan,Kazakh-British Technical University,766,n/a,,40.8,37.8,,,
2021,295114,Kazakhstan,NJSC KIMEP University,767,n/a,19.9,82.9,30.7,,,
2021,297533,United Kingdom,London South Bank University,768,n/a,92.4,68.9,,,,
2021,297312,India,"Manipal Academy of Higher Education, Manipal, Karnataka, India",769,n/a,,,54.5,,,
2021,295250,United States,New Jersey Institute of Technology (NJIT),770,n/a,52.1,40.1,,24.2,,
2021,295037,China (Mainland),Northwest University (China),771,n/a,,,47.7,,,
2021,297519,United Kingdom,Nottingham Trent University,772,n/a,49.1,52.4,,,,24.8
2021,295202,United States,Oklahoma State University ,773,n/a,,50.8,,19.7,,
2021,296146,Austria,Paris Lodron University of Salzburg,774,n/a,96.8,,,25.3,,
2021,295117,Russia,Plekhanov Russian University of Economics,775,n/a,22.6,,45.4,,,
2021,296557,Italy,Politecnico di Bari,776,n/a,,,,50.8,,
2021,295923,Saudi Arabia,Prince Mohammad Bin Fahd university,777,n/a,21.1,100,,,,
2021,294166,Spain,Universitat Rovira i Virgili,778,n/a,24.9,,23.9,30.6,,
2021,295063,United States,Rutgers University–Newark,779,n/a,23.5,32.8,,,,
2021,296976,Indonesia,Institut Teknologi Sepuluh Nopember (ITS Surabaya),780,n/a,,53.7,32.5,,,18.1
2021,296819,Australia,Southern Cross University ,781,n/a,73.6,64.7,,27.7,,
2021,295389,Czechia,Technical University of Liberec,782,n/a,,16.9,53.1,,,
2021,293648,Japan,Tokyo University of Science,783,n/a,,,,23.2,,24.3
2021,293426,Venezuela,Universidad Central de Venezuela,784,n/a,,,,,17.6,46.3
2021,296848,Mexico,Universidad de Guadalajara (UDG),785,n/a,,,32.7,,17.1,
2021,294100,Colombia,Universidad de La Sabana,786,n/a,,,,,,47.5
2021,293462,Ecuador,Universidad San Francisco de Quito (USFQ),787,n/a,,64.6,30.9,,,
2021,296460,Spain,University of the Basque Country,788,n/a,,,30.7,,16.7,
2021,296857,Colombia,Universidad del Rosario,789,n/a,,,,,,46.6
2021,297066,Italy,Ca' Foscari University of Venice ,790,n/a,,27.6,,,18.2,20.7
2021,294849,Italy,University of Modena and Reggio Emilia,791,n/a,,,,50.5,,
2021,297567,Italy,Università degli Studi di Perugia,792,n/a,,,,45.7,,
2021,294436,Germany,Universität Duisburg-Essen,793,n/a,47.8,35.7,,20.4,,
2021,294487,Germany,University Duesseldorf,794,n/a,18.1,,30.2,,,
2021,397495,France,Université de Lille,795,n/a,21,19.6,,,26,
2021,293851,Malaysia,Universiti Malaysia Pahang,796,n/a,,43.8,,,,
2021,294711,United States,University at Albany SUNY,797,n/a,,,,43.2,,
2021,293775,Italy,University of Brescia,798,n/a,,,,51.8,,
2021,297521,Greece,University of Patras,799,n/a,,,,36.3,,17.9
2021,297161,South Korea,University of Seoul ,800,n/a,,,33.1,,,
2021,297595,United States,University of Tulsa,801,n/a,40.3,,41.2,,,
2021,296897,Canada,University of Windsor,802,n/a,44,,,56.6,,
2021,295689,Poland,"Adam Mickiewicz University, Poznań",803,n/a,,,25.6,,,
2021,892235,Kuwait,American University of the Middle East,803,n/a,16.9,100,,,,
2021,296504,Poland,AGH University of Science and Technology,804,n/a,,,28,,,
2021,297631,Egypt,"Ain Shams University in Cairo (ASU, Cairo)",805,n/a,,18.3,,,16.8,19.7
2021,297619,Egypt,Alexandria University ,806,n/a,,,,,16.7,
2021,295760,India,Aligarh Muslim University,807,n/a,,,27.1,,,
2021,296992,India,Amrita Vishwa Vidyapeetham,808,n/a,,41.8,31.1,,,
2021,297383,Turkey,Ankara Üniversitesi,809,n/a,,,,,,
2021,296811,India,Anna University,810,n/a,,,,45.2,,
2021,294622,Greece,Athens University of Economics and Business,811,n/a,,,,19.2,,32.5
2021,294776,United States,Auburn University,812,n/a,,,,21.5,,
2021,297047,Australia,Australian Catholic University,813,n/a,49,60,,,,
2021,295039,Romania,Babes-Bolyai University,814,n/a,,,,,,
2021,295039,,Babes-Bolyai University,815,n/a,,,,,,
2021,297037,Bangladesh,Bangladesh University of Engineering and Technology,816,n/a,,,,,,22.2
2021,297630,United States,Baylor University,817,n/a,,,,,,
2021,294990,China (Mainland),Beijing Foreign Studies University,818,n/a,32.5,33.6,30.2,,,
2021,297152,Lebanon,Beirut Arab University ,819,n/a,39.8,71.8,,,,
2021,294134,Belarus,Belarusian National Technical University (BNTU),820,n/a,,,31.7,,,26.2
2021,296983,Indonesia,Bina Nusantara University (BINUS),821,n/a,,,,,,
2021,294772,United States,Binghamton University SUNY,822,n/a,21.1,,,24.3,,
2021,294545,United Kingdom,Birmingham City University ,823,n/a,65.7,35.5,,,,
2021,296566,Hungary,Budapest University of Technology and Economics,824,n/a,18.6,,,,,18.9
2021,296822,Australia,Charles Sturt University ,825,n/a,87.5,,,,,
2021,297622,United States,Clemson University,826,n/a,,,,27.6,,20.1
2021,295071,Pakistan,COMSATS University Islamabad,827,n/a,,,,,,
2021,297408,Hungary,Corvinus University of Budapest,828,n/a,33.8,,,,,18.6
2021,296411,Poland,Cracow University of Technology (Politechnika Krakowska),829,n/a,,,29.3,,,
2021,371261,Czechia,Czech University of Life Sciences in Prague,830,n/a,56.2,25.8,,,,
2021,294504,Philippines,De La Salle University,831,n/a,,,,,16.6,26.9
2021,294713,United Kingdom,De Montfort University,832,n/a,90.9,61.6,,,,
2021,293650,United Kingdom,Edinburgh Napier University,833,n/a,82.3,55.5,,,,
2021,294435,Ecuador,Escuela Politécnica Nacional,834,n/a,,,35.6,,,
2021,297583,United States,Fordham University ,835,n/a,29.7,,,,,
2021,371307,Poland,Gdańsk University of Technology,836,n/a,,,31.9,,,
2021,297427,United States,George Mason University,837,n/a,17.5,,,21.5,,
2021,295596,Jordan,German Jordanian University,838,n/a,26.2,58.2,24.2,,,
2021,296377,United Kingdom,Glasgow Caledonian University,839,n/a,41.7,32.8,,,,
2021,295902,Kuwait,Gulf University for Science and Technology,840,n/a,17.9,100,,,,
2021,297052,Turkey,Hacettepe University ,841,n/a,,,,,,
2021,295006,China (Mainland),Harbin Engineering University,842,n/a,,,35.7,22.4,,
2021,296688,Saudi Arabia,Islamic University of Madinah,843,n/a,100,97,,,,
2021,294202,Turkey,Istanbul University,844,n/a,,,,,20.6,
2021,293626,Kazakhstan,Karaganda State Technical University,845,n/a,,,53.8,,,
2021,294160,Thailand,Kasetsart University,846,n/a,,,,,23.9,20.3
2021,296511,Lithuania,Kaunas University of Technology,847,n/a,,,32.2,,,
2021,293740,Kazakhstan,Kazakh Ablai Khan University of International Relations and World Languages,848,n/a,,,35.6,,,
2021,295215,United States,Kent State University,849,n/a,,18.7,,34.7,,
2021,294143,Thailand,Khon Kaen University,850,n/a,,,,,,
2021,296686,Saudi Arabia,King Faisal University,851,n/a,,99.6,,,,
2021,294702,Thailand,King Mongkut's University of Technology Thonburi ,852,n/a,,,,,,
2021,293341,Kuwait,Kuwait University,853,n/a,29.1,36.7,,,,
2021,294918,Japan,Kyoto Institute of Technology,854,n/a,,,24.9,,,
2021,297331,Japan,Kyushu Institute of Technology ,855,n/a,,,,33.5,,
2021,297012,China (Mainland),Lanzhou University,856,n/a,,,,34.9,,
2021,297505,United Kingdom,Liverpool John Moores University,857,n/a,33.4,45.6,,,,
2021,371281,Poland,Lodz University of Technology,858,n/a,,,34.8,,,
2021,294025,United Kingdom,London Metropolitan University,859,n/a,99,54.6,,,,
2021,294002,United States,Loyola University Chicago,860,n/a,,,26.7,,,
2021,297540,United Kingdom,Manchester Metropolitan University,861,n/a,38.2,39.7,,,,
2021,297142,Malaysia,Multimedia University (MMU),862,n/a,23.5,19.3,,,,
2021,297061,Japan,Nagoya Institute of Technology (NIT),863,n/a,,,,37.2,,
2021,294692,Taiwan,National Chung Cheng University,864,n/a,,,,,,
2021,296059,Ukraine,Lviv Polytechnic National University,865,n/a,,,48.6,,,
2021,296502,Poland,Nicolaus Copernicus University ,866,n/a,,,41.2,,,
2021,295855,Russia,Novosibirsk State Technical University,867,n/a,53.9,,25.2,,,
2021,294667,United States,Ohio University,868,n/a,,,,,,
2021,296963,Indonesia,Universitas Padjadjaran (UNPAD),869,n/a,,,27.5,,,
2021,296469,Russia,Perm State National Research University,870,n/a,,,51.1,,,
2021,297096,Chile,Pontificia Universidad Católica de Valparaíso,871,n/a,,,,,20.2,27.3
2021,293375,Ecuador,Pontificia Universidad Católica del Ecuador (PUCE),872,n/a,,17.9,,,,
2021,293377,Brazil,Pontifícia Universidade Católica de São Paulo,873,n/a,,,34.8,,,
2021,371303,Poland,Poznan University of Technology,874,n/a,,,25.1,,,
2021,297491,Thailand,Prince of Songkla University,875,n/a,,,,,17.9,
2021,295342,Saudi Arabia,Princess Nourah bint Abdulrahman University,876,n/a,,73.2,,,,
2021,294140,Jordan,Princess Sumaya University for Technology,877,n/a,29.6,72.4,,,,
2021,296350,United Kingdom,"Queen Margaret University , Edinburgh",878,n/a,87.8,48.6,,,,
2021,297596,South Africa,Rhodes University ,879,n/a,41.1,,,23,,
2021,293582,Latvia,Riga Stradins University,880,n/a,78.5,,,,,
2021,297500,Japan,Ritsumeikan University,881,n/a,,27.2,,,,48.5
2021,296097,Canada,Toronto Metropolitan University,882,n/a,,,,36.3,,25.2
2021,297476,Japan,Saitama University,883,n/a,,,,23.4,,
2021,294694,United States,San Diego State University,884,n/a,,,,33.6,,
2021,294995,China (Mainland),Shanghai International Studies University,885,n/a,48.9,46,26.9,,,
2021,297537,False,Sheffield Hallam University,886,n/a,17.3,29.4,,,,21
2021,296777,Japan,Shinshu University ,887,n/a,,,39.4,19.5,,
2021,296792,Iran,Shiraz University,888,n/a,,,,43.4,,
2021,888039,Poland,Silesian University of Technology,889,n/a,,,34.3,,,
2021,293797,Slovakia,Slovak University of Technology in Bratislava,890,n/a,,,41.1,,,
2021,296775,Japan,Sophia University ,891,n/a,24.9,34.3,,,,18.4
2021,296125,Russia,South Ural State University (National Research University),892,n/a,21.2,,43.4,,,
2021,378421,Hungary,MATE Hungarian University of Agriculture and Life Sciences,893,n/a,29.2,,40.5,,,
2021,293796,Estonia,Tallinn University ,894,n/a,25.7,29.2,,,,
2021,371274,Slovakia,Technical University of Kosice,895,n/a,27.7,,25.3,,,
2021,294497,Germany,TU Dortmund University,896,n/a,,21.1,,,,
2021,294493,Ireland,Technological University Dublin,897,n/a,44.4,41,,,,
2021,293709,Costa Rica,Tecnológico de Costa Rica -TEC,898,n/a,,,25.3,,,35.7
2021,294725,United States,Texas Tech University,899,n/a,,23,,19.8,,
2021,297496,United Kingdom,Robert Gordon University,900,n/a,44.9,56.3,,,,
2021,294120,Russia,Russian Presidential Academy of National Economy and Public Administration,901,n/a,,,53.2,,,
2021,297249,Japan,Tokai University,902,n/a,,,,,,
2021,296838,Chile,Universidad Austral de Chile,903,n/a,,19.2,,,,
2021,293392,Mexico,Universidad Autonoma Chapingo,904,n/a,,,59.1,,,
2021,295210,Mexico,Universidad Autónoma del Estado de México (UAEMex),905,n/a,,,,,20.2,
2021,293412,Mexico,Universidad Autónoma Metropolitana (UAM),906,n/a,,,,,21.6,
2021,294635,Venezuela,Universidad Católica Andres Bello,907,n/a,,,,,18.9,46.8
2021,293423,Uruguay,Universidad Católica del Uruguay (UCU),908,n/a,,,34.1,,,
2021,296464,Spain,University of Alicante,909,n/a,,,27.9,,,
2021,296892,Uruguay,Universidad de la República (Udelar),910,n/a,,,,,18.1,18.5
2021,293445,Mexico,Universidad de las Américas Puebla (UDLAP),911,n/a,,40.3,28.6,,,18.4
2021,293446,Chile,Universidad de los Andes - Chile,912,n/a,,,,,,24.7
2021,293447,Venezuela,Universidad de Los Andes - (ULA) Mérida,913,n/a,,,,,,19
2021,294838,Spain,University of Murcia,914,n/a,,,29.2,,,
2021,296457,Spain,Universidad de Oviedo,915,n/a,,,,19.3,,
2021,293476,Colombia,Universidad del Valle,916,n/a,,,,,,22.4
2021,294498,Chile,Universidad Diego Portales (UDP),917,n/a,,,,,,30.6
2021,294696,Colombia,Universidad EAFIT,918,n/a,,,,,,53.9
2021,295076,Costa Rica,Universidad Nacional Costa Rica,919,n/a,,18,,,,19.9
2021,296826,Argentina,Universidad Nacional de Córdoba - UNC,920,n/a,,,,,19,
